Nivel,Número de Vacantes,OPEC,Asignación salarial,Experiencia,Dependencias ,Estudio
Instructor,12,229346,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de gestión ambiental sectorial y urbana y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CORDOBA- CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,  Municipio: Montería, Total vacantes: 1","Título de PROFESIONAL en NBC: BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES."
Instructor,3,229348,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mesa y bar y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA- CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA,  Municipio: Caldas, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION.
 ,Y, Hablar los idiomas castellano e inglés, para lo cual deberán acreditar nivel de inglés (B2), de conformidad con la Ley 47 de 1993 o las normas que lo modifiquen, actualicen o sustituyan.
Acreditar el requisito de residencia permanente con la tarjeta de circulación y residencia O.C.C.R.E de conformidad con el Decreto 2767 de 1991 o las normas que lo modifiquen, actualicen o sustituyan.
Nivel de lengua mínimo B2 de acuerdo al MCER. Los exámenes admitidos deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing."
Instructor,7,229349,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de salud pública y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: NARIÑO-CENTRO SUR COLOMBIANO DE LOGÍSTICA INTERNACIONAL,  Municipio: Ipiales, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   MEDICINA
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SALUD PUBLICA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES."
Instructor,1,229350,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de talento humano y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CORDOBA- CENTRO DE COMERCIO  INDUSTRIA Y TURISMO DE CORDOBA,  Municipio: Montería, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   GEOGRAFIA, HISTORIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   PSICOLOGIA."
Instructor,2,229351,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de ventas y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE GESTIÓN TECNOLÓGICA DE SERVICIOS,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   SIN CLASIFICAR."
Instructor,4,229352,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de gestión logística y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Técnico,2,229353,4637276,Doce(12) meses de EXPERIENCIA RELACIONADA,"Dependencia: DISTRITO CAPITAL CENTRO DE GESTIÓN ADMINISTRATIVA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Instructor,2,229354,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de transporte fluvial y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ATLANTICO- CENTRO DE COMERCIO Y SERVICIOS,  Municipio: Barranquilla, Total vacantes: 2","Título de PROFESIONAL en NBC: FORMACION RELACIONADA CON EL CAMPO MILITAR O POLICIAL
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,1,229355,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mantenimiento maquinaria de confección y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ATLANTICO- CENTRO INDUSTRIAL Y DE AVIACION,  Municipio: Barranquilla, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Profesional,2,229356,5848204,Seis(6) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: RISARALDA-CENTRO DE COMERCIO Y SERVICIOS,  Municipio: Pereira, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,2,229358,5848204,Seis(6) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL-CENTRO DE GESTIÓN INDUSTRIAL,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229359,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CAUCA- CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL,  Municipio: Santander De Quilichao, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,2,229360,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de químicos industriales y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL-CENTRO DE GESTIÓN INDUSTRIAL,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Profesional,7,229361,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: DISTRITO CAPITAL-CENTRO DE TECNOLOGÍAS DEL TRANSPORTE,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229362,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: NARIÑO-CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,  Municipio: Tumaco, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,1,229364,4065092,Treinta y seis(36) meses de experiencia relacionada con la docencia de lengua inglesa,"Dependencia: SAN ANDRES- CENTRO DE FORMACION TURISTICA, GENTE DE MAR Y DE SERVICIOS,  Municipio: San Andrés, Total vacantes: 1","Título de FORMACION TECNICA PROFESIONAL EN CUALQUIER NUCLEO BASICO DEL CONOCIMIENTO.


,Y, Hablar los idiomas castellano e inglés, para lo cual deberán acreditar nivel de inglés (B2), de conformidad con la Ley 47 de 1993 o las normas que lo modifiquen, actualicen o sustituyan.
Acreditar el requisito de residencia permanente con la tarjeta de circulación y residencia O.C.C.R.E de conformidad con el Decreto 2767 de 1991 o las normas que lo modifiquen, actualicen o sustituyan.
Nivel de lengua mínimo B2 de acuerdo al MCER. Los exámenes admitidos deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Instructor,135,229365,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Seis(6) meses de experiencia relacionados con el ejercicio de la profesión u oficio objeto de la formación profesional, 
 Y, Doce(12) meses de experiencia relacionados con asistencia técnica o extensión rural o formulación, implementación, desarrollo y seguimiento a proyectos productivos  agropecuarios, agroindustriales y/o formación profesiona","Dependencia: BOYACA- CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL,  Municipio: Duitama, Total vacantes: 4","Título de TECNOLOGICA en NBC: AGRONOMIA
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA.
 ,Y, Acreditar una (1) certificación, de entre las siguientes opciones: o (1) Extensión Rural, o (2) Asistencia Técnica o (3) Formulación y Evaluación de Proyectos."
Profesional,7,229366,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: HUILA- CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,  Municipio: La Plata, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229367,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: NORTE DE SANTANDER- CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,  Municipio: Cúcuta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,23,229369,9095760,Diez y ocho(18) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: AMAZONAS- CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS,  Municipio: Leticia, Total vacantes: 1","Título de PROFESIONAL en NBC: AGRONOMIA
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de MAESTRIA EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229370,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- COMPLEJO TECNOLÓGICO MINERO AGROEMPRESARIAL,  Municipio: Puerto Berrío, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229371,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO,  Municipio: Itagüí, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DISENO
 ,O, NBC:   EDUCACION
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229372,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA-CENTRO TECNOLÓGICO DEL MOBILIARIO,  Municipio: Itagüí, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DISENO
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229373,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: VALLE-CENTRO DE DISEÑO TECNOLÓGICO INDUSTRIAL,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DISENO
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,6,229374,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL,  Municipio: Duitama, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229375,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CUNDINAMARCA- CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,  Municipio: Girardot, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229376,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: TOLIMA-CENTRO DE INDUSTRIA Y CONSTRUCCIÓN,  Municipio: Ibagué, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229377,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CUNDINAMARCA- CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,  Municipio: Soacha, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229378,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: NARIÑO-CENTRO SUR COLOMBIANO DE LOGÍSTICA INTERNACIONAL,  Municipio: Ipiales, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
